x,y
2.4787976075201117,3.874337306622664
3.0590110336575425,6.133788487485177
9.289610894747593,6.496508539479841
1.5097950266183,4.789382329994704
6.472569325472174,3.6952807564631915
5.35654409670751,4.607042888278205
2.113471565569516,3.0434128040499795
9.970454609168424,9.011103502466447
5.04621502719959,5.8094318160234115
4.5601657611138915,6.134522845221216
9.516413921922457,6.417840514488872
3.0284406309141954,4.779978474938643
2.440457619037671,7.732144974411632
7.976549286815826,4.297379333731374
4.015331079714095,7.7899754513239765
4.325050190547551,5.052596871783995
6.073294864027741,3.2845367186923315
5.959413303478288,3.6388952099106717
8.525685154939008,5.84903520214414
7.570201594534058,5.02141925012698
5.128635584703883,4.988016191348436
5.0018741076228075,4.591448043520608
1.82895253754014,3.4013250513824236
2.388312130511922,5.85154054773561
9.460539283910084,6.112942752086839
6.068513084286237,3.34343120506992
6.8019791723813015,3.291038265687174
7.996988196536396,2.7838945219556273
4.486733814027577,4.737065584176953
6.97456151673693,3.78150653317556
3.3696409053262926,5.766396599591924
8.29715282288171,3.9999670167749777
5.9883419666116104,5.563531355203784
6.2245246912210455,3.8099984736885855
6.468084198799806,4.389582783964083
6.3684432367938655,4.824309147107361
6.506008733217315,4.128819000007017
5.188853521033712,4.827200316376536
8.837602264912425,5.531520018852324
4.750100237341737,5.13027110837372
5.623313950234434,4.0685074042905525
6.862669336727268,2.3576158382417294
9.8663815860084,9.907556028841908
2.2515991683936734,6.290671847479705
7.224895106249791,4.4959081989416525
1.1562476081750164,0.49204060227525703
9.299329323766456,7.065810953414042
4.5553569552713675,6.905140538166134
3.7845104559474363,5.647924602730047
2.536678885583318,6.970163421560276
6.473349583106818,4.551638905485987
6.827293126780328,2.0906326536680266
9.54412933878582,8.410144025498466
3.2062465858874933,5.495304904825157
1.5207253705892345,3.245415334184466
4.1104637917194236,5.644284946222928
3.4157175775757223,6.805964867549555
2.9664771003804535,3.6587327467589743
8.393122035685675,6.946435356108488
7.276024971562016,4.067012776181654
5.073979129196299,5.977719836356397
3.084255662197445,6.565819688484719
8.611877702960545,4.982713297800822
3.5109283454662727,6.821985746767201
7.423685688207166,4.135421916033794
3.2552243884977097,6.05994526009241
5.8430291383621675,5.152461601705247
4.364786738846059,5.489683543161392
9.607511963737494,6.0010637150958885
5.091992132475316,5.173148011768777
7.539255086433364,4.120776285288129
1.1841084186918687,2.60339311445087
6.78304285633124,4.609370547005685
7.942281908710178,3.6241449236698697
4.05625949693851,4.8795573472998575
7.995580673699872,3.2442691133590436
8.412740169139477,4.803255569086845
4.743238248456189,4.547187001919636
6.331690109330134,4.244029412925711
5.7446723725474715,2.3723439071830583
8.663008089103123,5.397553290622976
4.784414168645641,3.4255565858028625
6.970507477786949,3.2443479616080673
5.297025886012742,5.40122796185688
8.762860243555902,6.982105216930041
5.096063596929799,4.278516766985139
4.242173404154546,6.841725594161355
9.172167167571846,5.998879469206451
1.6533451998808795,2.439834544526878
3.0716543836362575,7.527558308273945
4.156675682828274,7.721128686262019
5.295016645656648,4.622802733714292
7.947625592721707,3.6117843966423413
8.799644943943578,5.754298517652806
6.680452265937209,2.7107902365309187
3.2724329508917878,7.148188690280545
2.0285546760171353,3.9985184108339173
2.362613596659802,5.67464561285101
9.078020068516215,7.035334787501286
4.54684585851523,4.067652322608823
3.8356838629877865,5.066767200303273
8.698165474858898,5.020990271633228
4.117960164441948,6.703702997177483
5.443400046757296,5.7529008397166965
8.909232932314243,6.094184442068446
9.746046410706146,8.275457463621182
2.6588644857429733,6.248037834057699
9.2827766912,7.736328694198448
4.787294753893832,4.918033113649225
2.302299155747211,6.700963556678584
5.125916295642012,4.882041321769936
8.043506185150925,4.499663623242848
8.524184917031079,4.738213366814287
6.949588350010829,4.449165178315509
7.1415727658687125,2.9666156565980817
2.1958586625742926,4.814933487103045
3.26306838082217,5.381200155985286
3.4278660241855845,4.842696136678477
1.7938997139453243,2.214995900792697
5.062837744910531,5.158457111433498
1.725492870604186,5.07180942920265
1.002281981177498,1.3551594681448582
5.644762678378635,4.456455876630698
3.7274706822455848,5.908805327828991
3.1175374621523284,4.868653529665359
9.319147462943135,7.184523222186182
2.148642963715318,5.4067103292120535
8.253845920855692,5.006069392475855
4.7146194444355585,6.856344154213378
7.623824246724997,3.4118281382506774
8.508244003186505,4.81735519009889
4.265694564015073,6.854233178328145
8.602198241117916,4.199088282166782
2.4702566203566776,6.228834668258878
5.951382720887652,5.650650010986235
9.981918820876274,9.34187939993496
1.8256310407887755,2.9095989693176962
8.591420357608735,4.730792134184162
4.813250981948288,5.65977675388117
6.7353012358697,2.2931720262677313
6.431706070641163,3.4070937730359625
3.4608310783686056,9.198135082375142
6.236287151804927,3.46107892543171
6.868114837073417,3.1476377917631058
7.326399103187665,4.158378088670441
3.1482203245002824,5.872246380502287
7.421733606796219,6.170019906278609
4.6826964454194115,5.167603216610597
4.1114851347394765,7.388076907886543
5.3388500446381055,3.626939389393759
8.73034691947785,6.202158876526217
9.226280508935318,7.931097840394155
5.6771983601137,5.2420550529348295
4.175508071436067,5.774229764091189
6.11245153508857,2.7782915120252962
2.7111019191564534,5.272949036043098
3.935407460148149,5.800870626227938
4.321505137457204,6.475009216945532
7.104814129244937,1.3069664598506767
2.9541185358079076,5.47823261807623
5.739976045387297,3.8827569580835863
7.145203025151025,3.112086285081564
7.507309238527846,3.6335209449860613
8.209632463992083,4.4244456254472055
7.192341752977429,1.9044916791794477
6.65067639123587,3.201707969142683
5.413803511927851,2.7239401291027114
3.0824520697856443,4.760855454616804
5.92885432949062,5.122361509318957
6.902859890790571,2.9623562621445663
7.238033304919744,3.286689888996665
7.049585259919352,3.0582284989316015
6.4429269996563265,5.077775632950484
5.9875388435315875,4.511458976278494
5.442019609558909,4.901022216850032
7.930553226179736,5.880786624737432
3.2601329755230863,5.746822064521636
1.6936269516283078,1.7852546024805336
4.862326799857595,7.794822683839981
8.62379818360687,4.803177376579184
9.157543486939552,7.110222905231218
4.245625849693057,5.91228449769737
1.770403621818665,3.2924760691534676
5.326581562832011,5.153835503797123
2.0188828125780685,3.913366195906006
3.1522636081035653,7.330054454708036
2.6521262181476457,7.140591855190273
6.448176080760789,3.692605307460124
9.761242762858323,10.14635381328677
6.638664537674539,2.8731759865474595
7.3115828913508745,3.0509528835973065
4.6468793322271775,5.418743082162705
8.240007545329492,3.748737335112902
6.065184439158065,4.370225013408669
5.075988866384965,4.527869673243609
5.393887217020399,3.508071608149056
4.9658517937542594,4.9471496461620115
1.7937166416117694,3.6908258626564017
6.169714985882781,2.430340098830592
7.8170425877330665,3.744945653262223
5.194313969595626,4.303180055539663
6.481030932129079,2.4665499123712933
1.7014624052654619,3.0970058889270935
6.14597382559735,3.574056763074614
6.612492699590046,3.205934739558909
5.100721110587827,5.125681637100957
1.6448555194264287,3.1051038133364663
7.682128062633331,3.610537798142846
4.287059183400141,6.3337234260188495
7.9645051124560515,3.5004702807086177
8.757165573033893,4.3955824196318485
3.7678723387671296,5.008351048759865
9.540092671297623,10.762168872946958
4.397758473224493,5.8653877738942946
1.7041796308259944,3.84871350942735
6.700596473023566,3.5204444210834978
1.6145029713546613,4.4864851711221965
9.942887614734605,9.52393078471487
7.159684975483426,4.544633374234079
8.937445076238312,5.7406094059680255
4.534816582024967,4.876927603810517
3.6168228366241326,6.15002151122483
3.0987878038601284,5.383842888265368
7.218401167438839,4.328458962435551
6.536932403214643,2.244205089898589
9.13333696396225,5.85723896606486
7.33088225851073,2.9816313676712687
5.824235747884237,5.0489465105005635
5.067197398096244,3.3450482298359097
2.9017593955853895,5.148714582223434
7.344760608489923,3.196777260077041
5.1562486698101555,4.88258959647805
7.165333188110086,3.264318932545359
8.36102102051813,2.5711049517076097
7.6409097956804874,3.3040114555147766
1.5928419969196446,3.8812473943112438
2.7891740307435864,3.98426995924515
5.42221759948915,4.547851266851011
2.776752198781845,6.02030298724344
9.81824425818964,7.731534278902606
2.0309593343756926,6.2299367265480745
7.782712684168769,4.505081101887501
8.501563197261538,6.42939143727304
3.5227230545345494,4.454846000650064
9.56474869266151,6.949450088461072
9.598944299618925,10.336088702445853
3.7491140428058136,4.982341033497158
6.43693240602451,3.6530312583092956
7.953370516283994,3.3417524669212137
8.388762539254596,6.072613302463839
1.5082012315153706,3.5078946074392086
9.425459281089442,7.103054562321245
1.247212849042177,2.011943262718283
1.9230289194808317,3.4753030709416595
1.3620109187053973,3.5269713494876562
5.139279376680629,5.7049205892465364
1.126154445689092,2.273014640800416
2.8848506590670127,5.147916024824127
1.524243852186638,5.326406138485565
6.446574315702856,3.345122543896674
5.184112017953131,4.464595335773126
9.628525488005216,11.0054171358782
9.17185039874338,4.460144828332185
2.4487944099859473,4.755779769948445
3.9862457094665524,5.810623152937311
2.834156316204446,6.595004765094911
8.802485284989228,5.079303288420447
2.060347980837503,2.8695761731617058
1.3586730136349832,2.3042420060851194
5.976271863464693,3.8701041475912104
2.595734865127648,5.916092818804949
8.172591695307258,4.56952101509094
8.716266024916456,4.918104530743329
7.234287238566475,3.0332638467897155
8.319310504738308,2.1188710196572935
5.692216013196847,3.8051435222871604
4.638726882733642,4.026838859293699
7.372562093471491,5.151890141398672
5.833505499156024,4.142263549189999
9.3819956652678,8.64247113915648
7.215276832087233,3.3072305995658864
2.6394831574925055,8.198888845633077
2.825723729789088,4.9946515170219925
8.952832588649514,5.132935053511811
7.820294470769254,3.9981726546942626
8.069724182381648,4.360544429648296
8.637394635841805,4.430915032320667
8.895337181918453,5.217416944067095
6.512613413030001,4.692338927238644
2.967186460779776,6.96701924033241
4.061584378831126,6.516891391054843
2.659770589655123,6.814394686151842
4.49229235637414,6.352235194334919
4.603575273694415,6.871228979394308
3.78035530536029,5.999526048563631
2.066641321794512,3.6406225379511126
4.148899455348886,5.001457179243874
9.95273906130773,10.323691174618098
6.574382411477022,5.062127044761458
5.117762989197814,5.167423016911508
2.932640725418268,6.1249368414550345
5.973648184245716,3.8412451388203857
9.108747941373501,4.636447212629722
9.268145703226851,6.804147365838164
5.947188260048107,5.441200956310099
1.363216772997525,1.1314272580661604
8.172013875431315,3.773643822508153
6.373372502102767,4.006153453001301
7.4908249227096375,4.879376110452679
3.982666644351255,5.273920576766404
4.650390375409378,4.878035740234757
6.896526064877819,2.118620646509255
1.2151090612775697,1.4550336457456552
2.607823910234581,5.730862923488858
1.5729253430377026,2.954857853570037
